CPU Freq is 2.200144 
CMDLINE: "./nr_dlsim" "-L" "4" 
[CONFIG] get parameters from cmdline [CONFIG] debug flags: 0x00400000
Initializing random number generator, seed -5218788369805554673
[CONFIG] log_config: 2/3 parameters successfully set 
[CONFIG] log_config: 53/53 parameters successfully set 
[CONFIG] log_config: 53/53 parameters successfully set 
[CONFIG] log_config: 16/16 parameters successfully set 
[CONFIG] log_config: 16/16 parameters successfully set 
log init done
[MAC]   [MAIN] Init function start:nb_nr_macrlc_inst=1
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (39) is lower than half N_RB_DL -> rxF = &rxdataF[aarx = (0)][(frame_parms->first_carrier_offset + 12 * c_rb + (symbol * (frame_parms->ofdm_symbol_size))) = (1880)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 39] 	 RE[re 0] => rxF_ext[0]=(0,0)	 rxF[0]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 39] 	 RE[re 1] => rxF_ext[1]=(16383,0)	 rxF[1]=(0,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 39] 	 RE[re 2] => rxF_ext[1]=(0,0)	 rxF[2]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 39] 	 RE[re 3] => rxF_ext[2]=(0,0)	 rxF[3]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 39] 	 RE[re 4] => rxF_ext[3]=(0,0)	 rxF[4]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 39] 	 RE[re 5] => rxF_ext[4]=(-22934,-20880)	 rxF[5]=(-1,2) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 39] 	 RE[re 6] => rxF_ext[4]=(0,0)	 rxF[6]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 39] 	 RE[re 7] => rxF_ext[5]=(0,0)	 rxF[7]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 39] 	 RE[re 8] => rxF_ext[6]=(0,0)	 rxF[8]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 39] 	 RE[re 9] => rxF_ext[7]=(-5296,-21085)	 rxF[9]=(0,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 39] 	 RE[re 10] => rxF_ext[7]=(0,0)	 rxF[10]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 39] 	 RE[re 11] => rxF_ext[8]=(0,0)	 rxF[11]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (40) is lower than half N_RB_DL -> rxF = &rxdataF[aarx = (0)][(frame_parms->first_carrier_offset + 12 * c_rb + (symbol * (frame_parms->ofdm_symbol_size))) = (1892)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 40] 	 RE[re 0] => rxF_ext[0]=(0,1)	 rxF[0]=(0,1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 40] 	 RE[re 1] => rxF_ext[1]=(0,0)	 rxF[1]=(0,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 40] 	 RE[re 2] => rxF_ext[1]=(0,0)	 rxF[2]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 40] 	 RE[re 3] => rxF_ext[2]=(0,0)	 rxF[3]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 40] 	 RE[re 4] => rxF_ext[3]=(1,0)	 rxF[4]=(1,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 40] 	 RE[re 5] => rxF_ext[4]=(-4928,-21085)	 rxF[5]=(0,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 40] 	 RE[re 6] => rxF_ext[4]=(0,0)	 rxF[6]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 40] 	 RE[re 7] => rxF_ext[5]=(0,0)	 rxF[7]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 40] 	 RE[re 8] => rxF_ext[6]=(0,-1)	 rxF[8]=(0,-1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 40] 	 RE[re 9] => rxF_ext[7]=(32744,0)	 rxF[9]=(0,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 40] 	 RE[re 10] => rxF_ext[7]=(0,0)	 rxF[10]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 40] 	 RE[re 11] => rxF_ext[8]=(0,0)	 rxF[11]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (41) is lower than half N_RB_DL -> rxF = &rxdataF[aarx = (0)][(frame_parms->first_carrier_offset + 12 * c_rb + (symbol * (frame_parms->ofdm_symbol_size))) = (1904)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 41] 	 RE[re 0] => rxF_ext[0]=(0,0)	 rxF[0]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 41] 	 RE[re 1] => rxF_ext[1]=(-22352,29884)	 rxF[1]=(0,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 41] 	 RE[re 2] => rxF_ext[1]=(0,0)	 rxF[2]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 41] 	 RE[re 3] => rxF_ext[2]=(0,1)	 rxF[3]=(0,1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 41] 	 RE[re 4] => rxF_ext[3]=(-1,0)	 rxF[4]=(-1,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 41] 	 RE[re 5] => rxF_ext[4]=(32766,0)	 rxF[5]=(0,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 41] 	 RE[re 6] => rxF_ext[4]=(0,0)	 rxF[6]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 41] 	 RE[re 7] => rxF_ext[5]=(0,0)	 rxF[7]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 41] 	 RE[re 8] => rxF_ext[6]=(0,0)	 rxF[8]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 41] 	 RE[re 9] => rxF_ext[7]=(-4434,-21085)	 rxF[9]=(0,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 41] 	 RE[re 10] => rxF_ext[7]=(0,0)	 rxF[10]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 41] 	 RE[re 11] => rxF_ext[8]=(-1,0)	 rxF[11]=(-1,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (42) is lower than half N_RB_DL -> rxF = &rxdataF[aarx = (0)][(frame_parms->first_carrier_offset + 12 * c_rb + (symbol * (frame_parms->ofdm_symbol_size))) = (1916)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 42] 	 RE[re 0] => rxF_ext[0]=(0,0)	 rxF[0]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 42] 	 RE[re 1] => rxF_ext[1]=(32766,0)	 rxF[1]=(0,-1) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 42] 	 RE[re 2] => rxF_ext[1]=(0,0)	 rxF[2]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 42] 	 RE[re 3] => rxF_ext[2]=(0,0)	 rxF[3]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 42] 	 RE[re 4] => rxF_ext[3]=(0,0)	 rxF[4]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 42] 	 RE[re 5] => rxF_ext[4]=(-4430,-21085)	 rxF[5]=(0,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 42] 	 RE[re 6] => rxF_ext[4]=(0,0)	 rxF[6]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 42] 	 RE[re 7] => rxF_ext[5]=(0,2)	 rxF[7]=(0,2)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 42] 	 RE[re 8] => rxF_ext[6]=(0,1)	 rxF[8]=(0,1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 42] 	 RE[re 9] => rxF_ext[7]=(32766,0)	 rxF[9]=(-1,-1) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 42] 	 RE[re 10] => rxF_ext[7]=(0,0)	 rxF[10]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 42] 	 RE[re 11] => rxF_ext[8]=(0,0)	 rxF[11]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (43) is lower than half N_RB_DL -> rxF = &rxdataF[aarx = (0)][(frame_parms->first_carrier_offset + 12 * c_rb + (symbol * (frame_parms->ofdm_symbol_size))) = (1928)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 43] 	 RE[re 0] => rxF_ext[0]=(0,0)	 rxF[0]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 43] 	 RE[re 1] => rxF_ext[1]=(11887,-21084)	 rxF[1]=(0,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 43] 	 RE[re 2] => rxF_ext[1]=(0,0)	 rxF[2]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 43] 	 RE[re 3] => rxF_ext[2]=(0,-1)	 rxF[3]=(0,-1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 43] 	 RE[re 4] => rxF_ext[3]=(-1,0)	 rxF[4]=(-1,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 43] 	 RE[re 5] => rxF_ext[4]=(0,0)	 rxF[5]=(0,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 43] 	 RE[re 6] => rxF_ext[4]=(0,1)	 rxF[6]=(0,1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 43] 	 RE[re 7] => rxF_ext[5]=(0,0)	 rxF[7]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 43] 	 RE[re 8] => rxF_ext[6]=(0,0)	 rxF[8]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 43] 	 RE[re 9] => rxF_ext[7]=(0,0)	 rxF[9]=(0,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 43] 	 RE[re 10] => rxF_ext[7]=(0,0)	 rxF[10]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 43] 	 RE[re 11] => rxF_ext[8]=(0,1)	 rxF[11]=(0,1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (44) is lower than half N_RB_DL -> rxF = &rxdataF[aarx = (0)][(frame_parms->first_carrier_offset + 12 * c_rb + (symbol * (frame_parms->ofdm_symbol_size))) = (1940)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 44] 	 RE[re 0] => rxF_ext[0]=(0,0)	 rxF[0]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 44] 	 RE[re 1] => rxF_ext[1]=(0,0)	 rxF[1]=(0,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 44] 	 RE[re 2] => rxF_ext[1]=(0,0)	 rxF[2]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 44] 	 RE[re 3] => rxF_ext[2]=(0,1)	 rxF[3]=(0,1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 44] 	 RE[re 4] => rxF_ext[3]=(0,0)	 rxF[4]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 44] 	 RE[re 5] => rxF_ext[4]=(0,0)	 rxF[5]=(0,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 44] 	 RE[re 6] => rxF_ext[4]=(0,0)	 rxF[6]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 44] 	 RE[re 7] => rxF_ext[5]=(1,1)	 rxF[7]=(1,1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 44] 	 RE[re 8] => rxF_ext[6]=(1,0)	 rxF[8]=(1,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 44] 	 RE[re 9] => rxF_ext[7]=(1,13058)	 rxF[9]=(0,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 44] 	 RE[re 10] => rxF_ext[7]=(1,2)	 rxF[10]=(1,2)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 44] 	 RE[re 11] => rxF_ext[8]=(0,0)	 rxF[11]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (45) is lower than half N_RB_DL -> rxF = &rxdataF[aarx = (0)][(frame_parms->first_carrier_offset + 12 * c_rb + (symbol * (frame_parms->ofdm_symbol_size))) = (1952)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 45] 	 RE[re 0] => rxF_ext[0]=(0,0)	 rxF[0]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 45] 	 RE[re 1] => rxF_ext[1]=(0,0)	 rxF[1]=(1,1) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 45] 	 RE[re 2] => rxF_ext[1]=(1,1)	 rxF[2]=(1,1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 45] 	 RE[re 3] => rxF_ext[2]=(-1,0)	 rxF[3]=(-1,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 45] 	 RE[re 4] => rxF_ext[3]=(0,0)	 rxF[4]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 45] 	 RE[re 5] => rxF_ext[4]=(32766,0)	 rxF[5]=(1,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 45] 	 RE[re 6] => rxF_ext[4]=(1,0)	 rxF[6]=(1,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 45] 	 RE[re 7] => rxF_ext[5]=(0,0)	 rxF[7]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 45] 	 RE[re 8] => rxF_ext[6]=(0,0)	 rxF[8]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 45] 	 RE[re 9] => rxF_ext[7]=(-1,-1)	 rxF[9]=(0,2) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 45] 	 RE[re 10] => rxF_ext[7]=(0,0)	 rxF[10]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 45] 	 RE[re 11] => rxF_ext[8]=(1,0)	 rxF[11]=(1,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (46) is lower than half N_RB_DL -> rxF = &rxdataF[aarx = (0)][(frame_parms->first_carrier_offset + 12 * c_rb + (symbol * (frame_parms->ofdm_symbol_size))) = (1964)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 46] 	 RE[re 0] => rxF_ext[0]=(0,0)	 rxF[0]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 46] 	 RE[re 1] => rxF_ext[1]=(0,0)	 rxF[1]=(1,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 46] 	 RE[re 2] => rxF_ext[1]=(0,0)	 rxF[2]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 46] 	 RE[re 3] => rxF_ext[2]=(0,1)	 rxF[3]=(0,1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 46] 	 RE[re 4] => rxF_ext[3]=(0,0)	 rxF[4]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 46] 	 RE[re 5] => rxF_ext[4]=(1,0)	 rxF[5]=(0,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 46] 	 RE[re 6] => rxF_ext[4]=(1,0)	 rxF[6]=(1,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 46] 	 RE[re 7] => rxF_ext[5]=(0,1)	 rxF[7]=(0,1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 46] 	 RE[re 8] => rxF_ext[6]=(0,-1)	 rxF[8]=(0,-1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 46] 	 RE[re 9] => rxF_ext[7]=(0,0)	 rxF[9]=(1,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 46] 	 RE[re 10] => rxF_ext[7]=(1,0)	 rxF[10]=(1,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 46] 	 RE[re 11] => rxF_ext[8]=(1,0)	 rxF[11]=(1,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (47) is lower than half N_RB_DL -> rxF = &rxdataF[aarx = (0)][(frame_parms->first_carrier_offset + 12 * c_rb + (symbol * (frame_parms->ofdm_symbol_size))) = (1976)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 47] 	 RE[re 0] => rxF_ext[0]=(0,-1)	 rxF[0]=(0,-1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 47] 	 RE[re 1] => rxF_ext[1]=(-32767,-1107)	 rxF[1]=(1,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 47] 	 RE[re 2] => rxF_ext[1]=(0,0)	 rxF[2]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 47] 	 RE[re 3] => rxF_ext[2]=(1,0)	 rxF[3]=(1,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 47] 	 RE[re 4] => rxF_ext[3]=(1,0)	 rxF[4]=(1,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 47] 	 RE[re 5] => rxF_ext[4]=(32744,0)	 rxF[5]=(0,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 47] 	 RE[re 6] => rxF_ext[4]=(0,0)	 rxF[6]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 47] 	 RE[re 7] => rxF_ext[5]=(0,0)	 rxF[7]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 47] 	 RE[re 8] => rxF_ext[6]=(0,0)	 rxF[8]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 47] 	 RE[re 9] => rxF_ext[7]=(-4483,-21085)	 rxF[9]=(0,-1) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 47] 	 RE[re 10] => rxF_ext[7]=(0,0)	 rxF[10]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 47] 	 RE[re 11] => rxF_ext[8]=(0,0)	 rxF[11]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (48) is lower than half N_RB_DL -> rxF = &rxdataF[aarx = (0)][(frame_parms->first_carrier_offset + 12 * c_rb + (symbol * (frame_parms->ofdm_symbol_size))) = (1988)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 48] 	 RE[re 0] => rxF_ext[0]=(0,0)	 rxF[0]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 48] 	 RE[re 1] => rxF_ext[1]=(32766,0)	 rxF[1]=(0,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 48] 	 RE[re 2] => rxF_ext[1]=(0,0)	 rxF[2]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 48] 	 RE[re 3] => rxF_ext[2]=(0,-1)	 rxF[3]=(0,-1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 48] 	 RE[re 4] => rxF_ext[3]=(0,-1)	 rxF[4]=(0,-1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 48] 	 RE[re 5] => rxF_ext[4]=(11887,-21084)	 rxF[5]=(0,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 48] 	 RE[re 6] => rxF_ext[4]=(0,0)	 rxF[6]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 48] 	 RE[re 7] => rxF_ext[5]=(0,0)	 rxF[7]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 48] 	 RE[re 8] => rxF_ext[6]=(0,0)	 rxF[8]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 48] 	 RE[re 9] => rxF_ext[7]=(32766,0)	 rxF[9]=(0,-1) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 48] 	 RE[re 10] => rxF_ext[7]=(-2,0)	 rxF[10]=(-2,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 48] 	 RE[re 11] => rxF_ext[8]=(-1,-2)	 rxF[11]=(-1,-2)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (49) is lower than half N_RB_DL -> rxF = &rxdataF[aarx = (0)][(frame_parms->first_carrier_offset + 12 * c_rb + (symbol * (frame_parms->ofdm_symbol_size))) = (2000)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 49] 	 RE[re 0] => rxF_ext[0]=(0,0)	 rxF[0]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 49] 	 RE[re 1] => rxF_ext[1]=(0,0)	 rxF[1]=(-1,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 49] 	 RE[re 2] => rxF_ext[1]=(0,0)	 rxF[2]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 49] 	 RE[re 3] => rxF_ext[2]=(-1,0)	 rxF[3]=(-1,0)
